PMID,Title,Abstract,MeSH,orig_precision_medicine,orig_diabetes,orig_source_population,orig_primary_study,pubmed_source_population,pmid,title,gpt_precision_medicine,gpt_diabetes,gpt_primary_study,gpt_source_population,Unnamed: 6,source_population_match
33984751,Network pharmacology-based exploration of therapeutic mechanism of Liu-Yu-Tang in atypical antipsychotic drug-induced metabolic syndrome,"Background: Metabolic syndrome (MetS) is prevalent in patients receiving atypical antipsychotic drugs (AADs), but there are few effective interventions. The Traditional Chinese herbal decoction Liu-Yu-Tang (LYT) has achieved clinical improvement for AAD-induced MetS, but its pharmacological mechanism remains unclear._x000D__x000D__x000D__x000D_
_x000D__x000D__x000D__x000D_
Method: A network pharmacology-based method was utilized in this study. First, the TCMSP and SwissTargetPrediction database were used to acquire plasma-absorbed components and putative targets of LYT, respectively. Second, an interaction network between shared targets of LYT and MetS was constructed using STRING online tool. Topological analyses were performed to extract hub gene targets. Finally, we did a pathway analysis of gene targets using the Kyoto Encyclopedia of Genes and Genomes (KEGG) to find biological pathways of LYT._x000D__x000D__x000D__x000D_
_x000D__x000D__x000D__x000D_
Results: We obtained 655 putative targets of LYT, 434 known targets of AADs, and 1577 MetS-related gene targets. There are 232 shared targets between LYT and MetS. Interaction network construction and topological analysis yielded 60 hub targets, of which 18 were major hub targets, among which IL-6, IL-8, TNF, PI3K, MAPK, and NF-ÎºB (RELA) are the most important in LYT's treatment of AAD-induced MetS. Pathway enrichment analysis revealed a statistically high significance of the AGE-RAGE signaling pathway in diabetic complications, lipid and atherosclerosis and the insulin resistance pathway._x000D__x000D__x000D__x000D_
_x000D__x000D__x000D__x000D_
Conclusions: LYT may control activities of the pro-inflammatory cytokines IL-6, IL-8, TNF and the important signal transduction molecules PI3K, MAPKs, and NF-ÎºB (RELA), regulating metabolic disturbance-related pathways like the AGE-RAGE signaling pathway in diabetic complications, lipid and atherosclerosis, and the insulin resistance pathway, generating therapeutic effects for AAD-induced MetS.","Antipsychotic Agents, Atherosclerosis, Drugs, Chinese Herbal, Humans, Medicine, Chinese Traditional, Metabolic Syndrome",no,yes,Unknown,yes,EA,33984751.0, Network pharmacology-based exploration of therapeutic mechanism of Liu-Yu-Tang in atypical antipsychotic drug-induced metabolic syndrome ,no,no,yes,ea,,False
35921576,Severe Acute Respiratory Syndrome Coronavirus 2: Genomic Observations and Emerging Therapies,"Severe Acute Respiratory Syndrome coronavirus 2 (SARS-CoV-2), the etiologic agent of the disease COVID-19, first emerged in late December 2019 in China, and has subsequently become a pandemic with unprecedented clinical impact. The virus appears to more severely affect older individuals and those with co-morbid medical conditions, specifically those with chronic lung disease, obesity, heart failure and diabetes. Fortunately, children appear to be less severely affected, though mortality and severe disease have been reported. In addition, children's role in spreading the disease (potentially through asymptomatic shedding of the virus) remains an important area requiring further investigation. The emergence of SARS-CoV-2 has highlighted the importance of metagenomic next generation sequencing as a tool for pandemic investigation. Though no proven therapeutic options currently exist, ongoing genomic and clinical trial data may help inform the identification and development of both repurposed and novel therapeutic agents for use in this disease.",,yes,no,unk,no,EA,35921576.0, Severe Acute Respiratory Syndrome Coronavirus 2: Genomic Observations and Emerging Therapies ,no,no,no,ea,,False
36059165,Exploration of the main active components and pharmacological mechanism of Yerba Mate based on network pharmacology,"Yerba mate is widely consumed in South American countries and is gaining popularity around the world. Long-term consumption of yerba mate has been proven to have health-care functions and therapeutic effects on many diseases; however, its underlying mechanism has not been clearly elucidated. In this research, we explored the pharmacological mechanism of yerba mate through a network pharmacological approach.The bioactive components of yerba mate were screened from published literature and the Traditional Chinese Medicine System Pharmacology Database (TCMSP), and the targets and related diseases were retrieved by TCMSP. Furthermore, the component-target-disease network an protein-protein interaction (PPI) network were constructed, and combined with gene ontology (GO) functional analysis and Kyoto Encyclopaedia of Genes and Genomes (KEGG) pathway enrichment analysis to explore the pharmacological mechanism of yerba mate.As a result, 16 bioactive components of yerba mate were identified, which acted on 229 targets in total. Yerba mate can be used to treat 305 diseases, such as breast cancer, asthma, Alzheimer's disease, osteoarthritis, diabetes mellitus, atherosclerosis, and obesity. Protein kinase B (AKT1), signal transducer and activator of transcription 3 (STAT3), mitogen-activated protein kinase 1 (MAPK1), transcription factor AP-1 (JUN), cellular tumour antigen (p53) TP53, tumour necrosis factor (TNF), transcription factor p65 (RELA), interleukin-6 (IL6), amyloid-beta precursor protein (APP), and vascular endothelial growth factor A (VEGFA) were identified as the key targets of yerba mate playing pharmacological roles. The signalling pathways identified by KEGG pathway enrichment analysis that were most closely related to the effects of yerba mate included pathways in cancer, fluid shear stress and atherosclerosis, and human cytomegalovirus infection.the results of our study preliminarily verify the basic pharmacological action and possible mechanism of yerba mate and provide a reference for the further development of its medicinal value.",,no,yes,Unknown,yes,EA,36059165.0, Exploration of the main active components and pharmacological mechanism of Yerba Mate based on network pharmacology ,no,no,no,lac,,False
30897179,"HTLV-1 Tax-1 interacts with SNX27 to regulate cellular localization of the HTLV-1 receptor molecule, GLUT1","An estimated 10-20 million people worldwide are infected with human T cell leukemia virus type 1 (HTLV-1), with endemic areas of infection in Japan, Australia, the Caribbean, and Africa. HTLV-1 is the causative agent of adult T cell leukemia (ATL) and HTLV-1 associated myopathy/tropic spastic paraparesis (HAM/TSP). HTLV-1 expresses several regulatory and accessory genes that function at different stages of the virus life cycle. The regulatory gene Tax-1 is required for efficient virus replication, as it drives transcription of viral gene products, and has also been demonstrated to play a key role in the pathogenesis of the virus. Several studies have identified a PDZ binding motif (PBM) at the carboxyl terminus of Tax-1 and demonstrated the importance of this domain for HTLV-1 induced cellular transformation. Using a mass spectrometry-based proteomics approach we identified sorting nexin 27 (SNX27) as a novel interacting partner of Tax-1. Further, we demonstrated that their interaction is mediated by the Tax-1 PBM and SNX27 PDZ domains. SNX27 has been shown to promote the plasma membrane localization of glucose transport 1 (GLUT1), one of the receptor molecules of the HTLV-1 virus, and the receptor molecule required for HTLV-1 fusion and entry. We postulated that Tax-1 alters GLUT1 localization via its interaction with SNX27. We demonstrate that over expression of Tax-1 in cells causes a reduction of GLUT1 on the plasma membrane. Furthermore, we show that knockdown of SNX27 results in increased virion release and decreased HTLV-1 infectivity. Collectively, we demonstrate the first known mechanism by which HTLV-1 regulates a receptor molecule post-infection.","Amino Acid Sequence, Gene Knockdown Techniques, Gene Products, tax, Glucose Transporter Type 1, HEK293 Cells, HTLV-I Infections, Host Microbial Interactions, Human T-lymphotropic virus 1, Humans, Models, Biological, PDZ Domains, Protein Interaction Domains and Motifs, Receptors, Virus, Sorting Nexins, Virulence, gag Gene Products, Human Immunodeficiency Virus",yes,no,ea,yes,EA,30897179.0," HTLV-1 Tax-1 interacts with SNX27 to regulate cellular localization of the HTLV-1 receptor molecule, GLUT1 ",no,no,yes,Unknown,,False
32229157,Practical Strategies Against the Novel Coronavirus and COVID-19-the Imminent Global Threat,"The last month of 2019 harbingered the emergence of a viral outbreak that is now a major public threat globally. COVID-19 was first diagnosed and confirmed in a couple of cases with unknown pneumonia; the patients lived in, or travelled to, Wuhan, the capital of China's Hubei province. People now face a complex challenge that deserves urgent intervention by all involved in medical healthcare globally. Conventional antiviral therapies or vaccines are the most referred means of tackling the virus, but we think establishing these ideal management strategies is presently far-fetched. In-house isolation or quarantine of suspected cases to keep hospital admissions manageable and prevent in-hospital spread of the virus, and promoting general awareness about transmission routes are the practical strategies used to tackle the spread of COVID-19. Cases with weakened or compromised immune systems-for example, elderly individuals, young children, and those with pre-existing conditions such as diabetes, cancer, hypertension, and chronic respiratory diseases-are particularly more susceptible to COVID-19. Hopefully, cumulative data using whole-genome sequencing of the SARS-CoV-2 genome in parallel with mathematical modeling will help the molecular biologists to understand unknown features of the pathogenesis and epidemiology of COVID-19.",,no,no,Unknown,yes,EA,32229157.0, Practical Strategies Against the Novel Coronavirus and COVID-19-the Imminent Global Threat ,no,no,no,ea,,False
9528332,[The recent progress and future prospects of diagnostic DNA testing--experience in DNA analysis of serum enzymes],"Rapid progress in the molecular technology has stimulated attempts to establish DNA diagnosis of human diseases. However, advances in technology have led to improvements at the research level but not in routine laboratory work because only few laboratory tests are covered by medical insurance; the methodologies cannot be easily applied to routine work; and the equipment and reagents are relatively expensive. This paper provides an overview of recent progress in DNA diagnosis and my experience in the DNA diagnostic field. I started working in the DNA diagnostic field in January 1988 with research on mutation analysis of lactate dehydrogenase subunit deficiency. I worked in Dr. Steven Li's laboratory at the National Institutes of Health in North Carolina and discussed with him about screening the patient's genomic library instead of using PCR because PCR was not adequate for mutation analysis. We successfully completed the mutation analysis and I returned to Japan. Thereafter, PCR has been increasingly improved and is now applicable to mutation analysis. Currently, amplification is essential for many DNA diagnostic technologies. The Human Genome Project has progressed and will be finished around 2002. In this process, DNA diagnosis will play an important role in the clinical laboratory. Common diseases, such as atherosclerosis, diabetes mellitus, hypertension and so on, have also been analyzed and the responsible genes will have been identified. Each laboratory should have a specialty and characteristic, and should be ready to help and assist each other via a network. Network communication is clearly needed by laboratories in the future.","Arteriosclerosis, Cholinesterases, DNA, Diabetes Mellitus, Forecasting, Genetic Diseases, Inborn, Genetic Techniques, Humans, Hypertension, L-Lactate Dehydrogenase, Mutation, Polymerase Chain Reaction",yes,yes,ea,no,EA,9528332.0, The recent progress and future prospects of diagnostic DNA...,yes,yes,no,Unknown,,False
33921826,Untargeted Metabolomics of Korean Fermented Brown Rice Using UHPLC Q-TOF MS/MS Reveal an Abundance of Potential Dietary Antioxidative and Stress-Reducing Compounds,"Free radical-induced oxidative stress is the root cause of many diseases, such as diabetes, stress and cardiovascular diseases. The objective of this research was to screen GABA levels, antioxidant activities and bioactive compounds in brown rice. In this study, we first fermented brown rice with different lactic acid bacteria (LABs), and the best LAB was selected based on the levels of GABA in the fermentate. Lactobacillus reuterii generated the highest levels of GABA after fermentation. To ascertain whether germination can improve the GABA levels of brown rice, we compared the levels of GABA in raw brown rice (Raw), germinated brown rice (Germ), fermented brown rice (Ferm) and fermented-germinated brown rice (G+F) to identify the best approach. Then, antioxidant activities were investigated for Raw BR, Germ BR, Ferm BR and G+F BR. Antioxidant activity was calculated using a 2,2-diphenyl-1-picryl hydrazile radical assay, 2,2-azino-bis-(3-ethylene benzothiozoline-6-sulfonic acid) radical assay and ferric-reducing antioxidant power. In Ferm BR, DPPH (114.40 Â± 0.66), ABTS (130.52 Â± 0.97) and FRAP (111.16 Â± 1.83) mg Trolox equivalent 100 g, dry weight (DW), were observed as the highest among all samples. Total phenolic content (97.13 Â± 0.59) and total flavonoids contents (79.62 Â± 1.33) mg GAE/100 g and catechin equivalent/100 g, DW, were also found to be highest in fermented BR. Furthermore, an untargeted metabolomics approach using ultra-high-performance liquid tandem chromatography quadrupole time of flight mass spectrometry revealed the abundance of bioactive compounds in fermented BR, such as GABA, tryptophan, coumaric acid, L-ascorbic acid, linoleic acid, Î²-carotenol, eugenol, 6-gingerol, etc., as well as bioactive peptides which could contribute to the health-promoting properties of L. reuterii fermented brown rice.",,no,no,Unknown,yes,EA,33921826.0, Untargeted Metabolomics of Korean Fermented Brown Rice Using UHPLC Q-TOF MS/MS Reveal an Abundance of Potential Dietary Antioxidative and Stress-Reducing Compounds ,yes,no,yes,ea,,False
30032215,Lipopolysaccharide-Induced VEGF Production and Ambient Oxidative Stress in Type 2 Diabetes,"Context: Oxidative stress is implicated in the development of vascular disease and is associated with an upregulation of vascular endothelial growth factor (VEGF), which is pathogenetically linked to the microvascular complications of diabetes. Patients of African origin have an increased susceptibility to microvascular kidney disease compared with white patients; the reasons and mechanisms that contribute to this vulnerability are unclear._x000D__x000D__x000D__x000D_
_x000D__x000D__x000D__x000D_
Objectives: To investigate whether there are ethnic differences in lipopolysaccharide-induced monocyte VEGF production in whole blood cell cultures. In addition, to assess whether stimulated VEGF production is related to prevailing oxidative stress assessed by plasma lipid hydroperoxides (LOOHs) and Î±-tocopherol._x000D__x000D__x000D__x000D_
_x000D__x000D__x000D__x000D_
Design and setting: Cross-sectional study at a secondary care center in North London, United Kingdom, serving an inner-city community of 154,000 adults._x000D__x000D__x000D__x000D_
_x000D__x000D__x000D__x000D_
Patients: African-Caribbean and white patients with type 2 diabetes mellitus [(T2DM); n = 52]._x000D__x000D__x000D__x000D_
_x000D__x000D__x000D__x000D_
Results: Lipopolysaccharide-induced production of VEGF in whole blood cultures [61.8 (31.9) pg/mL to 78.4 (6.0) pg/mL; P < 0.001] correlated positively with LOOH levels (r = 0.3, P = 0.04) and was significantly higher in African-Caribbean than white patients with T2DM [404 (207.5) vs 268.8 (137.0)] pg/mL Ã—109/L monocytes; P = 0.018]. Plasma Î±-tocopherol concentration was higher in Caucasian (white) patients [40.3 (18.3) vs 30.0 (9.6)] Âµmol/L; P = 0.04] compared with African-Caribbean patients._x000D__x000D__x000D__x000D_
_x000D__x000D__x000D__x000D_
Conclusions: This study suggests that the redox environment influences VEGF production in response to proinflammatory stimuli in T2DM. The differential responsiveness by ethnic origin may be of relevance in the variations in susceptibility to the long-term microvascular complications.","Aged, Black People, Blood Cells, Cells, Cultured, Cross-Sectional Studies, Diabetes Mellitus, Type 2, Female, Humans, Lipid Peroxides, Lipopolysaccharides, Male, Middle Aged, Oxidative Stress, Vascular Endothelial Growth Factor A, White People, alpha-Tocopherol",no,yes,lac,yes,LAaC,30032215.0, Lipopolysaccharide-Induced VEGF Production and Ambient Oxidative Stress in Type 2 Diabetes ,no,yes,yes,ssa,,False
21168233,"HNF1 alpha gene coding regions mutations screening, in a Caucasian population clinically characterized as MODY from Argentina","There are at least six subtypes of Maturity Onset Diabetes of the Young (MODY) with distinctive genetic causes. MODY 3 is caused by mutations in HNF1A gene, an insulin transcription factor, so mutations in this gene are associated with impaired insulin secretion. MODY 3 prevalence differs according to the population analyzed, but it is one of the most frequent subtypes. Therefore, our aims in this work were to find mutations present in the HNF1A gene and provide information on their prevalence.Mutations screening was done in a group of 80 unrelated patients (average age 17.1 years) selected by clinical characterization of MODY, by SSCP electrophoresis followed by sequenciation.We found eight mutations, of which six were novel and four sequence variants, which were all novel. Therefore the prevalence of MODY 3 in this group was 10%. Compared clinical data between the non-MODY 3 patients and the MODY 3 diagnosed patients did not show any significant difference.Eight patients were diagnosed as MODY 3 and new data about the prevalence of that subtype is provided. Our results contribute to reveal novel mutations, providing new data about the prevalence of that subtype.Copyright Â© 2010 Elsevier Ireland Ltd. All rights reserved.","Adolescent, Adult, Argentina, Child, Child, Preschool, Diabetes Mellitus, Type 2, Female, Genetic Predisposition to Disease, Hepatocyte Nuclear Factor 1-alpha, Humans, Male, Mutation, White People, Young Adult",yes,yes,lac,yes,LAaC,21168233.0," HNF1 alpha gene coding regions mutations screening, in a Caucasian population clinically characterized as MODY from Argentina ",yes,yes,yes,we,,False
32024045,Phytochemicals of Minthostachys diffusa Epling and Their Health-Promoting Bioactivities,"The genus Minthostachys belonging to the Lamiaceae family, and is an important South American mint genus used commonly in folk medicine as an aroma in cooking. The phytochemical-rich samples of the aerial parts of Minthostachys diffusa Epling. were tested for pharmacological and health-promoting bioactivities using in vitro chemical and enzymatic assays. A range of radical scavenging activities of the samples against biological radicals such as nitric oxide and superoxide anion and against synthetic 2,2-diphenyl-1-picrylhydrazyl and 2,2'-azino-bis(3-ethylbenzothiazoline-6-sulfonic acid) radicals, the ferric reducing antioxidant power and the lipid peroxidation inhibition were determined and ranked using the 'relative antioxidant capacity index' (RACI). The ethyl acetate fraction showed the highest RACI of +1.12. Analysis of the various fractions' inhibitory ability against enzymes involved in diabetes (Î±-amylase and Î±-glucosidase), and against enzymes associated with Parkinson's or Alzheimer's diseases (acetylcholinesterase and butyrylcholinesterase) also suggested that the ethyl acetate fraction was the most active. Liquid chromatography-tandem mass spectrometry analysis of the ethyl acetate fraction showed more than 30 polyphenolic compounds, including triterpenes. The inhibitory cholinesterase effects of the triterpenes identified from M. diffusa were further analysed by in silico docking of these compounds into 3D-structures of acetylcholinesterase and butyrylcholinesterase. This is the first study on pharmacological activities and phytochemical profiling of the aerial parts of M. diffusa, showing that this plant, normally used as food in South America, is also rich in health-promoting phytochemicals.",,no,no,Unknown,yes,LAaC,32024045.0, Phytochemicals of Minthostachys diffusa Epling and Their Health-Promoting Bioactivities ,no,yes,yes,lac,,False
8792773,Apolipoprotein E polymorphism and LDL size in a biethnic population,"Polymorphisms in the apolipoprotein E (apoE) phenotype (especially E4) are associated with increased cardiovascular risk and particularly with increased concentrations of LDL cholesterol. Little is known, however, about whether alterations in LDL size are associated with the apoE4 phenotype. LDL size was determined by gradient gel electrophoresis, and apoE phenotype was determined by isoelectric focus in 337 nondiabetic subjects from the San Antonio Heart Study, a population-based study of diabetes and cardiovascular risk factors in Mexican Americans and non-Hispanic whites. ApoE4 was associated not only with increases in LDL cholesterol concentrations but also with decreased LDL size. After adjustment for age, sex, body mass index, waist-to-hip ratio, triglyceride, HDL cholesterol, fasting insulin, and diabetic status, the apoE phenotype remained significantly related to LDL size (A) in both men (apoE23, 260.0; apoE33; 256.3; and apoE34, 252.6; P = .01) and women (apoE23, 261.7; apoE33, 257.9; and apoE34, 256.7, P = .045). Variations in apoE phenotype are associated not only with changes in the absolute concentration of LDL cholesterol but also with changes in its composition. These changes are only partly explained by associations of apoE with insulin, triglyceride, and HDL cholesterol.","Adult, Apolipoproteins E, Cardiovascular Diseases, Cholesterol, LDL, Cohort Studies, Female, Humans, Male, Mexican Americans, Middle Aged, Polymorphism, Genetic, Risk Factors, White People",yes,yes,lac,yes,LAaC,8792773.0, Apolipoprotein E polymorphism and LDL size in a biethnic population ,yes,no,yes,Unknown,,False
27503650,First Report of the Globally Disseminated IncX4 Plasmid Carrying the mcr-1 Gene in a Colistin-Resistant Escherichia coli Sequence Type 101 Isolate from a Human Infection in Brazil,"A colistin-resistant Escherichia coli strain was recovered from a patient with a diabetic foot infection in Brazil. Whole-genome analysis revealed that the E. coli isolate belonged to the widespread sequence type (ST) 101 and harbored the mcr-1 gene on an IncX4 plasmid that was highly similar to mcr-1-bearing IncX4 plasmids that were recently identified in Enterobacteriaceae from food, animal, and human samples recovered on different continents. These results suggest that self-transmissible IncX4-type plasmids may represent promiscuous plasmids contributing to the intercontinental spread of the mcr-1 gene.","Aged, Brazil, Colistin, Drug Resistance, Bacterial, Escherichia coli, Escherichia coli Infections, Escherichia coli Proteins, Humans, Male, Microbial Sensitivity Tests, Plasmids",no,no,Unknown,yes,LAaC,27503650.0, First Report of the Globally Disseminated IncX4 Plasmid Carrying the mcr-1 Gene in a Colistin-Resistant Escherichia coli Sequence Type 101 Isolate from a Human Infection in Brazil ,no,yes,yes,lac,,False
15880269,The future of pediatric nephrology,"The delineation of renal disease in children dates to the 1880s with descriptions of Henoch's purpura, bladder exstrophy, renal rickets and nephritis. The discipline of pediatric nephrology mainly emerged during the 20th century in response to problems in fluid and electrolyte balance, characterization of the nephrotic syndrome, use of renal biopsy, antibiotic therapy of urinary tract infections, dialysis and transplantation in children, growth problems associated with chronic renal failure, detection and therapy of hypertension, and the creation of both national and international pediatric nephrology societies and a journal now in its 18th year. The development of molecular and cell biology, genetic and genomic techniques and bioinformatics methods underlie many future directions. We should anticipate further elucidation of single gene disorders, of complex trait analysis of disorders, such as diabetic nephropathy and hypertension, the interplay of developmental genes and gene products and interactions within the podocyte. Specific therapies directed against inflammation, vascular damage, cyst development, the ravages of proteinuria and graft rejection (or induction leading to tolerance) will be developed. Stem cell therapies may replace lost renal mass, even of specific nephron sites. Novel therapies will also modulate the cell cycle, tyrosine kinase signaling and apoptosis. In addition, drugs will be specifically tested in children for many renal conditions. Larger and more specialized registries will be developed; epidemiologic studies and exploration of large data sets will lead to clinical guidelines that are evidenced-based. There is a need for more careful measurement of glomerular filtration rate (GFR), proteinuria and cytokines, and a fuller appreciation of the nutritional and hormonal role of the kidney. Finally, the antecedents of adult renal disease and the need to intervene in a proactive fashion will be realized. Despite these impressive advances in care, the greatest challenges will be in providing children with renal disease access to well-trained pediatric nephrologists, especially in Asia (1 billion children), Africa, Central and South America, and in immigrant and refugee populations. Included in this challenge is the capacity to have affordable access to use of contemporary techniques, and effective medications and prevention strategies. The International Pediatric Nephrology Association (IPNA), its journal, and pediatric advocates will need to use their energies to take on these challenges.","Child, Computational Biology, Humans, Internationality, Kidney Diseases, Nephrology, Pediatrics, Societies, Medical",no,no,unk,no,LAaC,15880269.0, The future of pediatric nephrology ,yes,no,no,Unknown,,False
23085272,MODY 2: mutation identification and molecular ancestry in a Brazilian family,"Maturity Onset Diabetes of the Young (MODY) is a heterogeneous group of genetic diseases characterized by a primary defect in insulin secretion and hyperglycemia, non-ketotic disease, monogenic autosomal dominant mode of inheritance, age at onset less than 25 years, and lack of auto-antibodies. It accounts for 2-5% of all cases of non-type 1 diabetes. MODY subtype 2 is caused by mutations in the glucokinase (GCK) gene. In this study, we sequenced the GCK gene of two volunteers with clinical diagnosis for MODY2 and we were able to identify four mutations including one for a premature stop codon (c.76C>T). Based on these results, we have developed a specific PCR-RFLP assay to detect this mutation and tested 122 related volunteers from the same family. This mutation in the GCK gene was detected in 21 additional subjects who also had the clinical features of this genetic disease. In conclusion, we identified new GCK gene mutations in a Brazilian family of Italian descendance, with one due to a premature stop codon located in the second exon of the gene. We also developed a specific assay that is fast, cheap and reliable to detect this mutation. Finally, we built a molecular ancestry model based on our results for the migration of individuals carrying this genetic mutation from Northern Italy to Brazil.","Adult, Brazil, Child, Codon, Terminator, Diabetes Mellitus, Type 2, Emigration and Immigration, Exons, Female, Glucokinase, Humans, Italy, Male, Models, Genetic, Mutation, Polymerase Chain Reaction, Polymorphism, Restriction Fragment Length",yes,yes,lac,yes,LAaC,23085272.0, MODY 2: mutation identification and molecular ancestry in a Brazilian family ,yes,yes,yes,we,,False
24929251,Gene-carbohydrate and gene-fiber interactions and type 2 diabetes in diverse populations from the National Health and Nutrition Examination Surveys (NHANES) as part of the Epidemiologic Architecture for Genes Linked to Environment (EAGLE) study,"Both environmental and genetic factors impact type 2 diabetes (T2D). To identify such modifiers, we genotyped 15 T2D-associated variants from genome-wide association studies (GWAS) in 6,414 non-Hispanic whites, 3,073 non-Hispanic blacks, and 3,633 Mexican American participants from the National Health and Nutrition Examination Surveys (NHANES) and evaluated interactions between these variants and carbohydrate intake and fiber intake.We calculated a genetic risk score (GRS) with the 15 SNPs. The odds ratio for T2D with each GRS point was 1.10 (95% CI: 1.05-1.14) for non-Hispanic whites, 1.07 (95% CI: 1.02-1.13) for non-Hispanic blacks, and 1.11 (95% CI: 1.06-1.17) for Mexican Americans. We identified two gene-carbohydrate interactions (Pâ€‰<â€‰0.05) in non-Hispanic whites (with CDKAL1 rs471253 and FTO rs8050136), two in non-Hispanic blacks (with IGFBP2 rs4402960 and THADA rs7578597), and two in Mexican Americans (with NOTCH2 rs1092398 and TSPAN8-LGRS rs7961581). We found three gene-fiber interactions in non-Hispanic whites (with ADAMT59 rs4607103, CDKN2A/2B rs1801282, and FTO rs8050136), two in non-Hispanic blacks (with ADAMT59 rs4607103 and THADA rs7578597), and two in Mexican Americans (with THADA rs7578597 and TSPAN8-LGRS rs796158) at the Pâ€‰<â€‰0.05 level. Interactions between the GRS and nutrients failed to reach significance in all the racial/ethnic groups.Our results suggest that dietary carbohydrates and fiber may modify T2D-associated variants, highlighting the importance of dietary nutrients in predicting T2D risk.","Adolescent, Adult, Aged, Aged, 80 and over, Black People, Diabetes Mellitus, Type 2, Dietary Carbohydrates, Dietary Fiber, Female, Gene-Environment Interaction, Genome-Wide Association Study, Genotype, Humans, Male, Mexican Americans, Middle Aged, Nutrition Surveys, Polymorphism, Single Nucleotide, Risk Factors, White People, Young Adult",yes,yes,lac,yes,LAaC,24929251.0, Gene-carbohydrate and gene-fiber interactions and type 2 diabetes in diverse populations from the National Health and Nutrition Examination Surveys (NHANES) as part of the Epidemiologic Architecture for Genes Linked to Environment (EAGLE) study ,yes,yes,yes,Unknown,,False
17464498,A German genome-wide linkage scan for type 2 diabetes supports the existence of a metabolic syndrome locus on chromosome 1p36.13 and a type 2 diabetes locus on chromosome 16p12.2,"Aims/hypothesis: The aim was to identify type 2 diabetes susceptibility regions in 250 German families._x000D__x000D__x000D__x000D_
_x000D__x000D__x000D__x000D_
Subjects and methods: We conducted a genome-wide linkage scan using 439 short tandem repeat polymorphisms at an average resolution of 7.76 +/- 3.80 cM (Marshfield). In an affected-only-design (affected sib pairs), we performed nonparametric multipoint linkage analyses. Conditional analyses were applied where linkage signals were found in the baseline analyses._x000D__x000D__x000D__x000D_
_x000D__x000D__x000D__x000D_
Results: We identified two loci with nominal evidence for linkage on chromosomes 1p36.13 and 16p12.2 (D1S3669, 37.05 cM, logarithmic odds ratio [LOD] = 1.49, p = 0.004; D16S403, 43.89 cM, LOD = 1.85, p = 0.002). D16S403 crossed the empirically obtained threshold of genome-wide suggestive significance of LOD = 1.51. Positive findings in those regions have been reported by the following other linkage studies on: (1) symptomatic/clinical gall bladder disease with type 2 diabetes in Mexican Americans from the San Antonio Family Diabetes/Gallbladder Study (LOD = 3.7, D1S1597-D1S407, 29.93-33.75 cM); (2) body size-adiposity in another Mexican American population (D1S1597, LOD = 2.53, 29.93 cM); (3) lipid abnormalities (LOD = 3.1, D1S2826-D1S513, 41.92-60.01 cM); and (4) hypertension in Australian sib pairs (LOD = 3.1, D1S2834-D1S2728, 31.02-33.75 cM); as well as (5) a meta-analysis of four European type 2 diabetes-related genome scans (LOD = 1.09, D16S412, 42.81 cM). In linkage analyses conditional on evidence for linkage at D16S403 we identified a LOD increase (Delta LOD) of 1.55 (p = 0.0075) at D17S2180. Similar conditioning on D17S2180 revealed evidence for interaction with D1S3669 (Delta LOD = 1.67, p = 0.0055), D16S403 (Delta LOD = 1.48, p = 0.0091) and another locus on chromosome 1 where several genome scans have reported evidence for linkage ( approximately 200 cM, Delta LOD = 1.60, p = 0.0066)._x000D__x000D__x000D__x000D_
_x000D__x000D__x000D__x000D_
Conclusions/interpretation: Our results and the findings of other studies are consistent with the presence of a locus for a complex metabolic syndrome on chromosome 1p36.13.","Chromosome Mapping, Chromosomes, Human, Pair 1, Chromosomes, Human, Pair 16, Diabetes Mellitus, Type 2, Female, Genetic Linkage, Genetic Predisposition to Disease, Genome, Human, Genomics, Germany, Humans, Male, Metabolic Syndrome, Odds Ratio, Polymorphism, Genetic",yes,yes,we,yes,LAaC,17464498.0, A German genome-wide linkage scan for type 2 diabetes supports the existence of a metabolic syndrome locus on chromosome 1p36.13 and a type 2 diabetes locus on chromosome 16p12.2 ,yes,yes,yes,cee,,False
8781769,Searching for NIDDM susceptibility genes: studies of genes with triplet repeats expressed in skeletal muscle,,"Adult, Alleles, Base Sequence, Black People, Chromosome Mapping, DNA Primers, DNA, Recombinant, Diabetes Mellitus, Type 2, Disease Susceptibility, Female, Gene Library, Genetic Linkage, Genetic Markers, Heterozygote, Humans, Infant, Newborn, Mexican Americans, Muscle, Skeletal, Polymerase Chain Reaction, Polymorphism, Genetic, Proteins, Trinucleotide Repeats, White People",yes,yes,lac,yes,LAaC,8781769.0, Searching for NIDDM susceptibility genes: studies of genes with triplet repeats expressed in skeletal muscle ,yes,yes,yes,Unknown,,False
